Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Customer_Segments,Product_ID,Product_Name,Category,Region,State,City,Quantity,Unit_Price,Discount,Sales_Amount,Cost_Price,Profit,Payment_Mode,Delivery_Status,Supplier_Name,Supplier_Email,Stock_Left,Auto_Reorder,Reorder_Quantity
ORD1205,19-11-2024,23-11-2024,CUST489,Molly Spears,Consumer,PROD6134,Notebook,Office Supplies,West,Oklahoma,West Amber,1,4709,5,4473.55,3116.64,1356.91,Cash,Pending,Sawyer and Sons,mcculloughshelly@hunter.com,48,No,0
ORD1206,06-12-2024,10-12-2024,CUST728,Kayla Lewis,Corporate,PROD8022,Sugar,Grocery,South,New Hampshire,Kennedytown,3,3567,10,9630.9,5790.87,3840.03,Credit Card,Returned,Schultz-Ashley,connie61@tucker.com,3,Yes,39
ORD1207,07-01-2026,12-01-2026,CUST505,Kristine Lin,Home Office,PROD8946,Monitor,Electronics,West,Florida,South Juliechester,6,3809,10,20568.6,13753.51,6815.09,Credit Card,Pending,Brown-Rivas,ujohnson@garrett.com,27,No,0
ORD1208,09-03-2024,12-03-2024,CUST143,Cynthia Martinez,Consumer,PROD1011,Snacks,Grocery,East,Indiana,Robertshire,8,3968,5,30156.8,26277.39,3879.41,Net Banking,Returned,Wallace-Jensen,michaeljackson@cole-york.com,31,No,0
ORD1209,23-01-2025,29-01-2025,CUST423,Mary Bruce,Consumer,PROD2390,Snacks,Grocery,South,Vermont,Smithtown,2,3186,5,6053.4,4039.85,2013.55,Credit Card,Pending,"Marquez, Hurst and Moore",kaitlynanderson@ramos.org,0,Yes,24
ORD1210,26-04-2025,03-05-2025,CUST918,Courtney Moore,Consumer,PROD7916,Sofa,Furniture,East,New Hampshire,North George,4,2324,5,8831.2,6781.73,2049.47,UPI,Returned,Williams PLC,robertblankenship@pearson-clarke.com,30,No,0
ORD1211,28-07-2025,03-08-2025,CUST138,William Cordova,Consumer,PROD2098,Notebook,Office Supplies,North,Mississippi,New Angela,4,2469,5,9382.2,6529.3,2852.9,Credit Card,Delivered,Brown-Anderson,alejandrodouglas@meyers-carrillo.com,41,No,0
ORD1212,20-07-2025,27-07-2025,CUST683,Katrina Cooper,Consumer,PROD2124,Pen,Office Supplies,South,Montana,Sherryville,1,4484,10,4035.6,2446.12,1589.48,Credit Card,Pending,"Lopez, Vazquez and Bridges",elizabeth44@austin.com,14,No,0
ORD1213,21-08-2024,27-08-2024,CUST688,Jason Carlson,Consumer,PROD2116,Snacks,Grocery,East,Kentucky,Brittneyview,8,3393,0,27144,19579.26,7564.74,Cash,Cancelled,Arellano-Simmons,thompsonsonya@palmer.com,50,No,0
ORD1214,31-03-2024,04-04-2024,CUST792,Terri Mata,Home Office,PROD1346,File Folder,Office Supplies,North,Florida,Lake Lindaview,10,4683,15,39805.5,34840.27,4965.23,Credit Card,Cancelled,"Vance, Johnson and Velez",elizabeth81@watson.net,2,Yes,36
ORD1215,03-07-2025,07-07-2025,CUST989,Jennifer Aguilar,Consumer,PROD6718,Sugar,Grocery,West,Oregon,Port Jill,3,241,10,650.7,425.85,224.85,Credit Card,Cancelled,Rodriguez Group,charlesbriggs@williams.com,1,Yes,27
ORD1216,04-07-2025,07-07-2025,CUST563,Rebecca Kelly,Home Office,PROD3250,Stapler,Office Supplies,North,North Carolina,Jamesland,3,1239,15,3159.45,2825.04,334.41,Credit Card,Returned,Silva PLC,mpineda@martinez.com,39,No,0
ORD1217,20-08-2025,22-08-2025,CUST405,James Stevens,Home Office,PROD1469,Stapler,Office Supplies,East,Kansas,Davidshire,10,2243,5,21308.5,15313.98,5994.52,Net Banking,Delivered,Hatfield-Welch,manningdaniel@short.com,7,Yes,40
ORD1218,14-07-2024,17-07-2024,CUST475,John Aguilar,Corporate,PROD9187,Dining Table,Furniture,South,West Virginia,New Joseph,2,2248,10,4046.4,3557.65,488.75,UPI,Delivered,Cameron PLC,astanley@king.com,1,Yes,40
ORD1219,22-08-2025,23-08-2025,CUST987,Joseph Young,Consumer,PROD6442,Juice Pack,Grocery,East,Colorado,Port Samantha,1,176,0,176,129.35,46.65,Cash,Delivered,Ellison LLC,zhall@fitzgerald.net,29,No,0
ORD1220,20-11-2025,21-11-2025,CUST297,Sabrina Harper,Home Office,PROD9595,Monitor,Electronics,North,Texas,Rogersbury,8,2604,15,17707.2,13162.68,4544.52,Credit Card,Delivered,Delgado Group,klewis@scott-oneill.org,20,No,0
ORD1221,01-10-2025,08-10-2025,CUST818,Kenneth Johnson,Consumer,PROD7087,Snacks,Grocery,East,Georgia,Lake Karenborough,6,2261,20,10852.8,7531.59,3321.21,Credit Card,Returned,"Green, Kelly and Richardson",shannon27@murphy.biz,3,Yes,21
ORD1222,08-02-2025,14-02-2025,CUST976,Victor Pham,Home Office,PROD1044,Study Table,Furniture,North,Virginia,North Jasonberg,4,1286,10,4629.6,3721.06,908.54,Cash,Cancelled,Miller and Sons,piercetammy@colon.com,4,Yes,31
ORD1223,08-12-2024,10-12-2024,CUST570,Jeffrey Cook,Consumer,PROD8480,Monitor,Electronics,West,Maine,Melanieberg,10,4172,15,35462,25899.59,9562.41,Credit Card,Pending,"Kennedy, Tran and Gilbert",stevenchavez@phillips.com,29,No,0
ORD1224,16-12-2025,21-12-2025,CUST575,Bob Washington,Corporate,PROD3166,Laptop,Electronics,West,Oregon,North Williamstad,2,2942,5,5589.8,3593.89,1995.91,Cash,Returned,"Gonzalez, Brown and Smith",ronaldcarter@smith.info,11,No,0
ORD1225,29-01-2026,31-01-2026,CUST756,Michelle Lewis,Home Office,PROD2290,Juice Pack,Grocery,West,West Virginia,Taylorton,5,895,0,4475,3409.31,1065.69,UPI,Delivered,Nash-Sanders,laura96@johnston-alexander.com,20,No,0
ORD1226,31-08-2025,05-09-2025,CUST283,Daniel Garcia,Corporate,PROD3902,Headphones,Electronics,North,Vermont,Lake Kevin,4,4465,5,16967,12722.65,4244.35,Credit Card,Pending,Tanner PLC,gperez@wilkinson.com,42,No,0
ORD1227,03-05-2024,04-05-2024,CUST766,Sara Houston,Home Office,PROD1244,Cooking Oil,Grocery,North,Kentucky,Port Sabrina,8,4461,15,30334.8,25429.69,4905.11,Credit Card,Cancelled,"Guerrero, Robinson and Guerra",valeriejohnson@young.com,25,No,0
ORD1228,20-02-2025,25-02-2025,CUST915,Jacqueline Dougherty,Corporate,PROD1193,Bookshelf,Furniture,South,Illinois,Alexanderfurt,5,1953,15,8300.25,5897.72,2402.53,Net Banking,Cancelled,Hood Ltd,jacobsjennifer@chen.com,13,No,0
ORD1229,18-09-2025,23-09-2025,CUST567,Monica Williams,Corporate,PROD8818,Keyboard,Electronics,West,Florida,West Jennifer,2,551,5,1046.9,917.5,129.4,Credit Card,Delivered,"Miller, Williams and Ward",pfleming@cox-solis.biz,23,No,0
ORD1230,30-12-2024,02-01-2025,CUST219,Brenda Alexander,Corporate,PROD7534,Dining Table,Furniture,South,Maine,West Angelaberg,1,3698,0,3698,3078.21,619.79,Credit Card,Cancelled,Parker LLC,cassandramarshall@chen.com,25,No,0
ORD1231,09-10-2025,11-10-2025,CUST319,Joseph Franklin,Corporate,PROD3455,Office Chair,Furniture,East,Florida,South Sarah,10,2075,5,19712.5,17048.23,2664.27,Cash,Delivered,Gomez LLC,morrisangelica@mendoza-horton.com,20,No,0
ORD1232,09-10-2025,10-10-2025,CUST721,Hannah Henson,Consumer,PROD9040,Bookshelf,Furniture,North,Kansas,Nicoleburgh,9,3653,20,26301.6,22425.99,3875.61,Credit Card,Delivered,Martinez PLC,hodgeskristin@harrington.biz,26,No,0
ORD1233,27-11-2025,29-11-2025,CUST469,Adriana Carter,Corporate,PROD1113,Notebook,Office Supplies,East,New Mexico,West Lucasmouth,5,4115,10,18517.5,13484.7,5032.8,Cash,Returned,Walker-Harper,robert03@odonnell.com,42,No,0
ORD1234,03-11-2024,04-11-2024,CUST668,Nicholas Scott,Home Office,PROD4393,Keyboard,Electronics,North,Missouri,Thomasport,3,532,10,1436.4,1189.94,246.46,Cash,Cancelled,"Wheeler, Aguilar and Reed",benjamin42@woods.com,42,No,0
ORD1235,01-02-2025,02-02-2025,CUST467,Maria Owens,Consumer,PROD3831,Mouse,Electronics,East,Minnesota,West Joshuaside,6,2668,5,15207.6,9718.13,5489.47,UPI,Returned,Gray LLC,heather14@ochoa-miller.com,1,Yes,32
ORD1236,15-01-2026,22-01-2026,CUST392,Tricia Freeman,Home Office,PROD7764,Bookshelf,Furniture,North,Mississippi,Gilmorefurt,9,2955,5,25265.25,20967.67,4297.58,Cash,Delivered,"Mclean, Freeman and Lewis",thomasmichelle@smith.com,23,No,0
ORD1237,19-12-2024,26-12-2024,CUST140,Jasmine Olsen,Corporate,PROD1329,Office Chair,Furniture,East,California,Vargasbury,10,3561,15,30268.5,22630.98,7637.52,UPI,Delivered,Wilson Group,michael38@stevens.com,26,No,0
ORD1238,28-05-2025,31-05-2025,CUST947,Mariah Wells,Consumer,PROD4047,Sofa,Furniture,East,North Dakota,Wilcoxchester,10,2846,10,25614,22913.15,2700.85,Credit Card,Cancelled,Johnston and Sons,kramerisabel@macias.info,14,No,0
ORD1239,16-04-2024,23-04-2024,CUST277,Jacqueline Smith,Consumer,PROD3890,Sugar,Grocery,East,Michigan,Jonathanfurt,7,3891,5,25875.15,18771.06,7104.09,Credit Card,Delivered,"Meyer, Sharp and Gallagher",carpenterwilliam@martinez-brown.com,4,Yes,22
ORD1240,22-06-2024,23-06-2024,CUST229,Mr. Jason Young,Corporate,PROD8318,Keyboard,Electronics,East,Michigan,Foleyburgh,10,1229,5,11675.5,7466.57,4208.93,Credit Card,Delivered,"Reese, Hester and Lloyd",tamara67@steele-carter.org,1,Yes,44
ORD1241,20-06-2024,26-06-2024,CUST204,Gregory Brown,Home Office,PROD7941,Dining Table,Furniture,East,Wyoming,Hardyside,5,3236,0,16180,13944.04,2235.96,UPI,Pending,"Strickland, Nichols and Wagner",whitecarl@lawrence-kelly.com,34,No,0
ORD1242,25-09-2024,30-09-2024,CUST316,Bridget Mcdowell,Home Office,PROD9069,Stapler,Office Supplies,South,Texas,Fordfurt,7,2094,10,13192.2,9186.58,4005.62,Cash,Delivered,Crosby-Myers,qnorris@herrera.net,20,No,0
ORD1243,16-01-2025,20-01-2025,CUST722,Natalie Sanchez,Consumer,PROD7644,Notebook,Office Supplies,North,Missouri,Lake Holly,4,4073,15,13848.2,9756.34,4091.86,Net Banking,Cancelled,"Miller, Peters and Wallace",cooperstephanie@bolton-chen.org,39,No,0
ORD1244,13-11-2024,14-11-2024,CUST691,Miss Jessica Rodriguez,Corporate,PROD5848,Notebook,Office Supplies,North,Louisiana,West Coreyside,1,1222,15,1038.7,761.71,276.99,UPI,Cancelled,Wright PLC,vfrank@hughes.net,11,No,0
ORD1245,26-11-2024,02-12-2024,CUST404,Sabrina Lawrence,Home Office,PROD9658,Stapler,Office Supplies,North,Louisiana,East William,7,3891,15,23151.45,15735.69,7415.76,UPI,Pending,Roth-Young,vrhodes@bentley-smith.info,15,No,0
ORD1246,23-10-2024,25-10-2024,CUST162,Jonathan Mann,Home Office,PROD4567,Stapler,Office Supplies,North,Florida,Port Robin,3,3356,5,9564.6,8592.31,972.29,Credit Card,Delivered,"Lynch, Davis and Huffman",dennismorse@turner-bailey.info,8,Yes,40
ORD1247,25-05-2025,31-05-2025,CUST866,Robert Ewing,Corporate,PROD1904,Headphones,Electronics,South,North Dakota,North Angelaburgh,10,584,15,4964,3953.66,1010.34,UPI,Returned,"Frank, Martinez and Reese",abigail22@miller-buckley.com,37,No,0
ORD1248,21-10-2025,22-10-2025,CUST189,Katie Lynn,Home Office,PROD1544,Headphones,Electronics,North,Oregon,East Rebeccastad,7,4016,20,22489.6,14011.6,8478,Net Banking,Pending,Graham Inc,shane92@mendez.com,30,No,0
ORD1249,04-07-2024,09-07-2024,CUST373,Denise Maldonado,Home Office,PROD7011,Juice Pack,Grocery,East,Louisiana,West Karenberg,9,1670,5,14278.5,8948.11,5330.39,UPI,Pending,"Taylor, Martin and Roberson",cassandra34@tucker-english.info,8,Yes,41
ORD1250,06-01-2025,12-01-2025,CUST806,Christina Lewis,Consumer,PROD1114,Pen,Office Supplies,East,Colorado,Lake Ashley,4,983,10,3538.8,2522.17,1016.63,UPI,Pending,Skinner-Freeman,lesliewilliams@pope.net,12,No,0
ORD1251,08-08-2025,11-08-2025,CUST997,Julie Ellison,Home Office,PROD1518,Monitor,Electronics,East,Alabama,South Chelseachester,8,530,0,4240,2636.74,1603.26,Net Banking,Returned,Fuentes Group,joshua34@blanchard.biz,27,No,0
ORD1252,09-02-2025,13-02-2025,CUST122,Kristin Blackwell,Corporate,PROD4823,Keyboard,Electronics,North,Wyoming,Darlenehaven,3,4421,10,11936.7,10021.61,1915.09,Cash,Cancelled,"Williams, Little and Brown",lphillips@smith.org,27,No,0
ORD1253,17-12-2024,20-12-2024,CUST795,Sabrina Davis,Home Office,PROD6708,Cooking Oil,Grocery,North,Minnesota,Lake Joshua,5,2098,20,8392,7140.94,1251.06,UPI,Pending,Espinoza LLC,comptonjoel@fischer.net,15,No,0
ORD1254,16-12-2024,17-12-2024,CUST449,Jason Brooks,Consumer,PROD4029,Bookshelf,Furniture,North,Arizona,Port Nicoleberg,10,216,20,1728,1190.79,537.21,UPI,Returned,Davis-Coleman,adrian06@walker.net,34,No,0
ORD1255,28-07-2025,02-08-2025,CUST257,Casey Gray,Corporate,PROD1850,Headphones,Electronics,South,Tennessee,Port Dawnberg,10,1704,5,16188,12182.43,4005.57,Credit Card,Pending,Williams PLC,rnovak@ayala.net,37,No,0
ORD1256,23-03-2024,24-03-2024,CUST591,Valerie Weaver,Corporate,PROD4017,Keyboard,Electronics,South,West Virginia,North Sarahburgh,3,1571,5,4477.35,3935.34,542.01,UPI,Pending,Morse-Howard,dylan96@moore.org,31,No,0
ORD1257,24-06-2024,26-06-2024,CUST514,Darryl Williams,Corporate,PROD1805,Headphones,Electronics,South,Maryland,Adamsbury,9,1570,20,11304,9099.5,2204.5,Cash,Returned,Nichols-Murphy,robinsonjohn@patrick-rivas.com,30,No,0
ORD1258,12-02-2024,14-02-2024,CUST731,Todd Robinson,Home Office,PROD5695,Study Table,Furniture,North,Kentucky,Lake Daniel,9,2074,5,17732.7,14272.48,3460.22,Cash,Pending,"Clark, Thomas and Davis",jeffery19@stewart-ross.net,0,Yes,33
ORD1259,23-01-2025,26-01-2025,CUST310,David Anderson,Home Office,PROD9213,Monitor,Electronics,South,Michigan,Jacksonmouth,9,4142,10,33550.2,21606.01,11944.19,UPI,Delivered,Evans-Gutierrez,katherinemurphy@hunt.net,3,Yes,22
ORD1260,03-09-2025,08-09-2025,CUST158,Kevin Wilkins,Corporate,PROD1712,Notebook,Office Supplies,West,South Dakota,Rodriguezport,1,1480,0,1480,1108.23,371.77,Credit Card,Delivered,Stone-Rios,dianeyoung@cruz-collins.org,9,Yes,25
ORD1261,28-05-2024,30-05-2024,CUST681,Scott Moore,Home Office,PROD4237,Pen,Office Supplies,East,Minnesota,Lake Austinchester,10,1390,20,11120,7511.17,3608.83,Credit Card,Delivered,Bryant PLC,dustin82@morales-jennings.com,39,No,0
ORD1262,05-02-2025,10-02-2025,CUST410,Timothy Young,Home Office,PROD5083,Rice Bag,Grocery,South,Delaware,Angelicamouth,2,2693,10,4847.4,2909.44,1937.96,Credit Card,Delivered,Green-Thomas,ryanvilla@curtis-fleming.info,26,No,0
ORD1263,02-08-2025,07-08-2025,CUST902,Anthony Morales,Corporate,PROD3513,Snacks,Grocery,South,West Virginia,South Jessicaview,1,887,15,753.95,664.86,89.09,Cash,Delivered,Barajas and Sons,samantharice@hansen.com,35,No,0
ORD1264,02-02-2025,05-02-2025,CUST681,Tiffany Giles,Home Office,PROD5726,Office Chair,Furniture,East,Wisconsin,West Lisashire,7,2331,10,14685.3,10674.44,4010.86,Credit Card,Pending,Carroll-Wilson,upierce@fuentes.com,34,No,0
ORD1265,28-07-2024,31-07-2024,CUST967,Todd Powers,Corporate,PROD9394,Pen,Office Supplies,South,Virginia,New Jay,10,2347,20,18776,16113.03,2662.97,Credit Card,Returned,"Whitehead, Wood and Douglas",fwalls@washington.com,49,No,0
ORD1266,01-04-2025,03-04-2025,CUST519,Danny Olson,Consumer,PROD5494,Dining Table,Furniture,West,Louisiana,Morganfurt,4,4068,0,16272,11334.21,4937.79,UPI,Pending,Davis LLC,tjackson@garcia.net,48,No,0
ORD1267,19-04-2024,25-04-2024,CUST346,Ruth Howell,Home Office,PROD2064,Laptop,Electronics,South,Pennsylvania,New Jessica,1,3785,15,3217.25,2150.14,1067.11,Net Banking,Delivered,Best-Newman,christinasims@griffith.com,15,No,0
ORD1268,07-01-2025,11-01-2025,CUST947,Nicholas Whitaker,Home Office,PROD9832,Snacks,Grocery,South,Delaware,Port Rebeccaburgh,8,4314,5,32786.4,20624.89,12161.51,UPI,Returned,Cordova-Roberson,carriewilliamson@murray.com,12,No,0
ORD1269,11-06-2024,17-06-2024,CUST616,David Macdonald,Corporate,PROD9390,Rice Bag,Grocery,East,Kansas,South Richardtown,10,2529,20,20232,13807.58,6424.42,Credit Card,Cancelled,Wright Inc,cmorales@hamilton-shelton.biz,14,No,0
ORD1270,05-10-2024,09-10-2024,CUST219,Shannon Williams,Consumer,PROD1740,Keyboard,Electronics,West,Utah,West Charles,8,3764,20,24089.6,17381.03,6708.57,Credit Card,Delivered,Leach-Turner,pattyhanna@medina.com,9,Yes,31
ORD1271,02-10-2024,09-10-2024,CUST589,Michael Jordan,Home Office,PROD4140,Study Table,Furniture,West,Oklahoma,Thorntontown,6,3803,10,20536.2,17489.47,3046.73,Cash,Cancelled,"Brown, Haley and Sanders",mbryant@torres.org,2,Yes,20
ORD1272,05-09-2024,12-09-2024,CUST741,Ashley Martin,Home Office,PROD4401,Calculator,Office Supplies,South,North Dakota,Port Staceybury,5,4413,0,22065,16573.64,5491.36,UPI,Delivered,Bradley Group,abigail15@espinoza.com,17,No,0
ORD1273,12-09-2025,16-09-2025,CUST611,Donald Rhodes,Corporate,PROD1125,Study Table,Furniture,North,Wisconsin,Kennethland,6,4234,20,20323.2,12381.49,7941.71,Credit Card,Pending,Morgan Group,porterjeremy@reed.com,30,No,0
ORD1274,12-11-2024,16-11-2024,CUST243,Megan Henry,Consumer,PROD2574,Dining Table,Furniture,West,Mississippi,Christopherport,8,500,15,3400,3025.59,374.41,UPI,Pending,Blevins PLC,lluna@montoya.com,18,No,0
ORD1275,21-01-2025,26-01-2025,CUST690,Eric Miller,Home Office,PROD6650,Stapler,Office Supplies,South,Florida,Port Denise,10,3433,5,32613.5,26263.76,6349.74,Net Banking,Cancelled,Petersen Ltd,kathryn48@murphy-johnson.com,50,No,0
ORD1276,11-04-2025,17-04-2025,CUST148,Joshua Montgomery,Consumer,PROD5914,Bookshelf,Furniture,South,Mississippi,North Timothyshire,9,1428,20,10281.6,7863.63,2417.97,Cash,Delivered,Jones Inc,curtissmith@mcdonald.info,2,Yes,41
ORD1277,21-06-2025,22-06-2025,CUST736,Amber Brown,Corporate,PROD3276,Pen,Office Supplies,West,Minnesota,East Ryan,2,2315,15,3935.5,2578.26,1357.24,Cash,Cancelled,Young-Rush,shannon37@garcia.com,48,No,0
ORD1278,08-01-2025,13-01-2025,CUST106,Christopher Yoder,Consumer,PROD8396,Notebook,Office Supplies,West,Utah,Timothyborough,7,662,15,3938.9,2941.22,997.68,Credit Card,Delivered,Jimenez-Hall,imoody@massey.net,10,No,0
ORD1279,14-03-2025,18-03-2025,CUST802,Gregory Rivera,Consumer,PROD4559,Office Chair,Furniture,West,Louisiana,North Sallyhaven,8,2374,0,18992,11553.62,7438.38,UPI,Returned,Brooks and Sons,kbrandt@byrd.com,25,No,0
ORD1280,12-05-2025,17-05-2025,CUST426,Jessica Richardson,Home Office,PROD7705,File Folder,Office Supplies,North,New Jersey,Chavezchester,4,943,0,3772,2999.11,772.89,Cash,Pending,Allen and Sons,alexaadams@lewis.com,45,No,0
ORD1281,16-07-2025,23-07-2025,CUST915,Brandon Browning,Consumer,PROD7894,Pen,Office Supplies,South,Delaware,East Justinmouth,2,132,5,250.8,163.73,87.07,Credit Card,Delivered,"Graham, Le and Mueller",msanchez@obrien.com,42,No,0
ORD1282,20-08-2025,24-08-2025,CUST328,Bryan Giles,Home Office,PROD5341,Headphones,Electronics,West,Virginia,South Summer,1,3162,5,3003.9,2572.16,431.74,Net Banking,Cancelled,Sanders-Franklin,sanchezhannah@garcia.net,16,No,0
ORD1283,06-11-2025,12-11-2025,CUST373,Jerry Murillo,Consumer,PROD7315,Snacks,Grocery,North,Illinois,Connieland,3,4805,0,14415,11809.12,2605.88,Net Banking,Delivered,Lawson Ltd,morgandana@wilson.biz,19,No,0
ORD1284,09-03-2024,10-03-2024,CUST755,Amanda York,Home Office,PROD2257,Monitor,Electronics,West,Nebraska,New Erica,10,3266,10,29394,25129.34,4264.66,Cash,Returned,Rose-Hooper,leahhiggins@green.com,14,No,0
ORD1285,26-05-2024,31-05-2024,CUST725,William Hurley,Corporate,PROD8025,Stapler,Office Supplies,South,Virginia,South Ebonyport,10,2504,5,23788,19586.95,4201.05,UPI,Returned,"Porter, Evans and Knapp",martinryan@haney.biz,13,No,0
ORD1286,17-07-2025,18-07-2025,CUST852,Michael Smith,Corporate,PROD8571,Snacks,Grocery,South,Arkansas,East Robertland,7,829,0,5803,4504.98,1298.02,Net Banking,Delivered,Diaz Inc,millerangela@frazier-maldonado.biz,27,No,0
ORD1287,06-03-2025,09-03-2025,CUST259,Mark Robinson,Corporate,PROD4506,Monitor,Electronics,South,Alaska,Brandonland,3,4905,0,14715,9213.28,5501.72,Net Banking,Pending,Richardson PLC,gmoore@baker.biz,3,Yes,50
ORD1288,01-09-2024,05-09-2024,CUST912,Haley Andrade,Consumer,PROD7236,Notebook,Office Supplies,East,Iowa,West Rachelburgh,8,2851,10,20527.2,15738.8,4788.4,Net Banking,Returned,Powell PLC,bolson@russell.info,17,No,0
ORD1289,22-11-2024,24-11-2024,CUST333,Ann Miller,Corporate,PROD6125,Snacks,Grocery,South,South Dakota,West Markborough,5,2925,5,13893.75,11789.63,2104.12,Credit Card,Delivered,"Goodwin, Vargas and Coleman",colemanrebecca@conley.com,0,Yes,31
ORD1290,09-01-2025,15-01-2025,CUST436,Tracy Lopez,Home Office,PROD6587,Mouse,Electronics,East,North Dakota,Schmidttown,6,2513,15,12816.3,8725.43,4090.87,Cash,Delivered,Thomas PLC,ebrowning@williamson.info,15,No,0
ORD1291,15-01-2025,16-01-2025,CUST101,Meagan Hubbard,Home Office,PROD2240,Notebook,Office Supplies,South,New Jersey,Schroederborough,4,4098,10,14752.8,12613.98,2138.82,Credit Card,Cancelled,White Group,pattersonbilly@parker-gay.com,43,No,0
ORD1292,07-09-2024,11-09-2024,CUST400,Marcus Jensen,Consumer,PROD8821,Calculator,Office Supplies,West,Maryland,West Colleen,10,1385,10,12465,8989.42,3475.58,UPI,Delivered,"Lucas, Crosby and Jones",bradleylee@cruz.com,6,Yes,39
ORD1293,29-12-2024,31-12-2024,CUST387,Amber Hernandez,Consumer,PROD3818,Cooking Oil,Grocery,South,Missouri,Brandystad,7,2701,5,17961.65,15407.55,2554.1,Cash,Delivered,Jones LLC,yvonnemarshall@ramirez-adams.net,28,No,0
ORD1294,04-05-2025,11-05-2025,CUST360,Steven Myers,Consumer,PROD2199,File Folder,Office Supplies,East,Iowa,New Michaeltown,6,4716,15,24051.6,19269.88,4781.72,UPI,Returned,"Spencer, Marquez and Bailey",simonronald@jennings.net,37,No,0
ORD1295,15-06-2024,17-06-2024,CUST641,Jacob Maldonado,Consumer,PROD8746,Sofa,Furniture,South,Michigan,Tiffanyville,4,1173,0,4692,4155.01,536.99,Credit Card,Pending,Guerrero-Holder,rasmussenjill@murray.com,37,No,0
ORD1296,10-02-2024,11-02-2024,CUST161,Sharon Black,Consumer,PROD8495,File Folder,Office Supplies,East,Pennsylvania,Jeffreyport,10,3109,10,27981,24957.49,3023.51,Net Banking,Pending,Gibson Inc,feliciawhite@miller-ward.com,17,No,0
ORD1297,19-06-2025,22-06-2025,CUST674,James Molina,Corporate,PROD2807,Notebook,Office Supplies,East,Iowa,South Karamouth,3,4074,10,10999.8,9885.13,1114.67,Cash,Delivered,Barrett-George,bryantmargaret@anderson-weiss.biz,11,No,0
ORD1298,12-08-2024,16-08-2024,CUST359,Jeffery Anderson,Corporate,PROD5181,Headphones,Electronics,North,Iowa,Bradfurt,7,2426,15,14434.7,9772.75,4661.95,Credit Card,Pending,"Miller, Graham and Thomas",tracyherrera@walsh.com,4,Yes,31
ORD1299,24-12-2025,25-12-2025,CUST977,Terri Colon,Home Office,PROD7487,Juice Pack,Grocery,West,Connecticut,Weavermouth,1,3417,20,2733.6,1857.26,876.34,Credit Card,Delivered,Carter and Sons,webbamanda@hicks.com,15,No,0
ORD1300,20-05-2024,21-05-2024,CUST493,Jessica Carpenter,Consumer,PROD6795,Sugar,Grocery,South,North Dakota,Robertborough,9,3747,5,32036.85,25317.08,6719.77,Cash,Pending,Davis-Ferguson,todd74@bell-morris.com,42,No,0
ORD1301,31-12-2025,01-01-2026,CUST965,Michael Clark,Corporate,PROD5176,Monitor,Electronics,East,Kentucky,Port Robertland,10,3725,15,31662.5,23018.18,8644.32,UPI,Cancelled,"Medina, Blevins and Mullins",heather61@walker.org,17,No,0
ORD1302,11-01-2025,16-01-2025,CUST736,Steven Cain,Corporate,PROD6411,Bookshelf,Furniture,North,Colorado,West Jorge,9,4158,10,33679.8,27447.73,6232.07,Credit Card,Pending,"Ramirez, Klein and Stewart",morasean@chavez-mendez.com,38,No,0
ORD1303,23-02-2025,01-03-2025,CUST771,Kenneth Shelton,Corporate,PROD4713,Sofa,Furniture,West,South Carolina,Phillipsland,7,4384,20,24550.4,15779.36,8771.04,Cash,Delivered,Silva-Snyder,damonsmith@wagner.com,29,No,0
ORD1304,02-07-2025,08-07-2025,CUST244,Aaron Garrett,Home Office,PROD1634,Bookshelf,Furniture,South,Georgia,New Howard,5,3590,15,15257.5,13088.04,2169.46,Cash,Pending,"Murray, Jackson and Griffith",nbecker@gilbert.net,13,No,0
ORD1305,22-07-2025,29-07-2025,CUST475,Brittany Brown,Home Office,PROD6489,Sugar,Grocery,South,Mississippi,Susanport,3,2803,20,6727.2,5706.75,1020.45,Credit Card,Cancelled,"Bryant, Miller and Valentine",derek06@johnson.com,19,No,0
ORD1306,07-02-2024,13-02-2024,CUST591,Sean Williams,Home Office,PROD3637,Office Chair,Furniture,West,Oregon,Port Kevinchester,2,505,10,909,742.38,166.62,Credit Card,Returned,Perry Ltd,ssummers@baker.com,39,No,0
ORD1307,06-11-2024,07-11-2024,CUST766,Thomas Nguyen,Home Office,PROD4475,Monitor,Electronics,West,Florida,North Dianefurt,1,3389,10,3050.1,1846.17,1203.93,Cash,Returned,"Perez, Walker and Andrews",thomasturner@morales-burnett.biz,33,No,0
ORD1308,24-09-2024,26-09-2024,CUST561,Heather Williams,Consumer,PROD3000,Pen,Office Supplies,North,Maryland,New Jesse,9,3489,20,25120.8,18788.88,6331.92,UPI,Pending,Young Group,faithharper@sanchez.com,30,No,0
ORD1309,29-10-2025,02-11-2025,CUST617,Meagan Gutierrez,Consumer,PROD1409,Notebook,Office Supplies,West,South Carolina,South Doris,3,765,0,2295,1900.09,394.91,Credit Card,Returned,Best-Vincent,eking@shaw.com,9,Yes,34
ORD1310,03-06-2024,04-06-2024,CUST200,Michael Andrews,Corporate,PROD1535,Office Chair,Furniture,South,Arkansas,West Ashley,10,2011,20,16088,12420.67,3667.33,Cash,Returned,Burns-Suarez,deanproctor@lawrence.com,10,No,0
